statement,Significant number 1 detected,Significant number 2 detected,equation generated,answer evaluated
19 raise thrice,19,3,x^y,6859
88 raise thrice,88,3,x^y,681472
83 raise thrice,83,3,x^y,571787
97 raise thrice,97,3,x^y,912673
72 raise thrice,72,3,x^y,373248
52 raise thrice,52,3,x^y,140608
84 raise thrice,84,3,x^y,592704
84 raise thrice,84,3,x^y,592704
34 raise thrice,34,3,x^y,39304
79 raise thrice,79,3,x^y,493039
65 raise thrice,65,3,x^y,274625
79 raise thrice,79,3,x^y,493039
22 raise thrice,22,3,x^y,10648
18 raise thrice,18,3,x^y,5832
91 raise thrice,91,3,x^y,753571
67 raise thrice,67,3,x^y,300763
80 raise thrice,80,3,x^y,512000
17 raise thrice,17,3,x^y,4913
94 raise thrice,94,3,x^y,830584
78 raise thrice,78,3,x^y,474552
83 raise thrice,83,3,x^y,571787
57 raise thrice,57,3,x^y,185193
85 raise thrice,85,3,x^y,614125
11 raise thrice,11,3,x^y,1331
87 raise thrice,87,3,x^y,658503
43 raise thrice,43,3,x^y,79507
98 raise thrice,98,3,x^y,941192
64 raise thrice,64,3,x^y,262144
75 raise thrice,75,3,x^y,421875
24 raise thrice,24,3,x^y,13824
54 raise thrice,54,3,x^y,157464
24 raise thrice,24,3,x^y,13824
38 raise thrice,38,3,x^y,54872
97 raise thrice,97,3,x^y,912673
65 raise thrice,65,3,x^y,274625
27 raise thrice,27,3,x^y,19683
57 raise thrice,57,3,x^y,185193
36 raise thrice,36,3,x^y,46656
48 raise thrice,48,3,x^y,110592
50 raise thrice,50,3,x^y,125000
85 raise thrice,85,3,x^y,614125
63 raise thrice,63,3,x^y,250047
25 raise thrice,25,3,x^y,15625
1 raise thrice,1,3,x^y,1
12 raise thrice,12,3,x^y,1728
10 raise thrice,10,3,x^y,1000
71 raise thrice,71,3,x^y,357911
71 raise thrice,71,3,x^y,357911
90 raise thrice,90,3,x^y,729000
44 raise thrice,44,3,x^y,85184
72 raise thrice,72,3,x^y,373248
13 raise thrice,13,3,x^y,2197
74 raise thrice,74,3,x^y,405224
80 raise thrice,80,3,x^y,512000
30 raise thrice,30,3,x^y,27000
63 raise thrice,63,3,x^y,250047
98 raise thrice,98,3,x^y,941192
23 raise thrice,23,3,x^y,12167
87 raise thrice,87,3,x^y,658503
99 raise thrice,99,3,x^y,970299
15 raise thrice,15,3,x^y,3375
58 raise thrice,58,3,x^y,195112
85 raise thrice,85,3,x^y,614125
92 raise thrice,92,3,x^y,778688
79 raise thrice,79,3,x^y,493039
41 raise thrice,41,3,x^y,68921
93 raise thrice,93,3,x^y,804357
63 raise thrice,63,3,x^y,250047
42 raise thrice,42,3,x^y,74088
74 raise thrice,74,3,x^y,405224
9 raise thrice,9,3,x^y,729
5 raise thrice,5,3,x^y,125
67 raise thrice,67,3,x^y,300763
28 raise thrice,28,3,x^y,21952
68 raise thrice,68,3,x^y,314432
82 raise thrice,82,3,x^y,551368
91 raise thrice,91,3,x^y,753571
99 raise thrice,99,3,x^y,970299
57 raise thrice,57,3,x^y,185193
39 raise thrice,39,3,x^y,59319
64 raise thrice,64,3,x^y,262144
30 raise thrice,30,3,x^y,27000
98 raise thrice,98,3,x^y,941192
15 raise thrice,15,3,x^y,3375
24 raise thrice,24,3,x^y,13824
9 raise thrice,9,3,x^y,729
24 raise thrice,24,3,x^y,13824
43 raise thrice,43,3,x^y,79507
23 raise thrice,23,3,x^y,12167
22 raise thrice,22,3,x^y,10648
60 raise thrice,60,3,x^y,216000
16 raise thrice,16,3,x^y,4096
70 raise thrice,70,3,x^y,343000
33 raise thrice,33,3,x^y,35937
85 raise thrice,85,3,x^y,614125
60 raise thrice,60,3,x^y,216000
30 raise thrice,30,3,x^y,27000
62 raise thrice,62,3,x^y,238328
81 raise thrice,81,3,x^y,531441
59 raise thrice,59,3,x^y,205379
91 raise thrice,91,3,x^y,753571
18 raise thrice,18,3,x^y,5832
86 raise thrice,86,3,x^y,636056
39 raise thrice,39,3,x^y,59319
36 raise thrice,36,3,x^y,46656
65 raise thrice,65,3,x^y,274625
30 raise thrice,30,3,x^y,27000
71 raise thrice,71,3,x^y,357911
42 raise thrice,42,3,x^y,74088
45 raise thrice,45,3,x^y,91125
71 raise thrice,71,3,x^y,357911
46 raise thrice,46,3,x^y,97336
29 raise thrice,29,3,x^y,24389
90 raise thrice,90,3,x^y,729000
98 raise thrice,98,3,x^y,941192
34 raise thrice,34,3,x^y,39304
5 raise thrice,5,3,x^y,125
96 raise thrice,96,3,x^y,884736
95 raise thrice,95,3,x^y,857375
1 raise thrice,1,3,x^y,1
39 raise thrice,39,3,x^y,59319
4 raise thrice,4,3,x^y,64
6 raise thrice,6,3,x^y,216
7 raise thrice,7,3,x^y,343
49 raise thrice,49,3,x^y,117649
69 raise thrice,69,3,x^y,328509
96 raise thrice,96,3,x^y,884736
67 raise thrice,67,3,x^y,300763
54 raise thrice,54,3,x^y,157464
79 raise thrice,79,3,x^y,493039
46 raise thrice,46,3,x^y,97336
78 raise thrice,78,3,x^y,474552
65 raise thrice,65,3,x^y,274625
2 raise thrice,2,3,x^y,8
67 raise thrice,67,3,x^y,300763
70 raise thrice,70,3,x^y,343000
28 raise thrice,28,3,x^y,21952
12 raise thrice,12,3,x^y,1728
37 raise thrice,37,3,x^y,50653
50 raise thrice,50,3,x^y,125000
76 raise thrice,76,3,x^y,438976
99 raise thrice,99,3,x^y,970299
57 raise thrice,57,3,x^y,185193
79 raise thrice,79,3,x^y,493039
97 raise thrice,97,3,x^y,912673
36 raise thrice,36,3,x^y,46656
26 raise thrice,26,3,x^y,17576
53 raise thrice,53,3,x^y,148877
82 raise thrice,82,3,x^y,551368
98 raise thrice,98,3,x^y,941192
10 raise thrice,10,3,x^y,1000
30 raise thrice,30,3,x^y,27000
41 raise thrice,41,3,x^y,68921
29 raise thrice,29,3,x^y,24389
28 raise thrice,28,3,x^y,21952
81 raise thrice,81,3,x^y,531441
85 raise thrice,85,3,x^y,614125
96 raise thrice,96,3,x^y,884736
54 raise thrice,54,3,x^y,157464
99 raise thrice,99,3,x^y,970299
57 raise thrice,57,3,x^y,185193
46 raise thrice,46,3,x^y,97336
16 raise thrice,16,3,x^y,4096
59 raise thrice,59,3,x^y,205379
60 raise thrice,60,3,x^y,216000
76 raise thrice,76,3,x^y,438976
87 raise thrice,87,3,x^y,658503
80 raise thrice,80,3,x^y,512000
35 raise thrice,35,3,x^y,42875
8 raise thrice,8,3,x^y,512
86 raise thrice,86,3,x^y,636056
31 raise thrice,31,3,x^y,29791
5 raise thrice,5,3,x^y,125
74 raise thrice,74,3,x^y,405224
42 raise thrice,42,3,x^y,74088
80 raise thrice,80,3,x^y,512000
36 raise thrice,36,3,x^y,46656
68 raise thrice,68,3,x^y,314432
37 raise thrice,37,3,x^y,50653
64 raise thrice,64,3,x^y,262144
33 raise thrice,33,3,x^y,35937
29 raise thrice,29,3,x^y,24389
69 raise thrice,69,3,x^y,328509
20 raise thrice,20,3,x^y,8000
15 raise thrice,15,3,x^y,3375
30 raise thrice,30,3,x^y,27000
83 raise thrice,83,3,x^y,571787
33 raise thrice,33,3,x^y,35937
81 raise thrice,81,3,x^y,531441
23 raise thrice,23,3,x^y,12167
23 raise thrice,23,3,x^y,12167
8 raise thrice,8,3,x^y,512
72 raise thrice,72,3,x^y,373248
95 raise thrice,95,3,x^y,857375
38 raise thrice,38,3,x^y,54872
55 raise thrice,55,3,x^y,166375
17 raise thrice,17,3,x^y,4913
5 raise thrice,5,3,x^y,125
16 raise thrice,16,3,x^y,4096
75 raise thrice,75,3,x^y,421875
78 raise thrice,78,3,x^y,474552
38 raise thrice,38,3,x^y,54872
76 raise thrice,76,3,x^y,438976
92 raise thrice,92,3,x^y,778688
63 raise thrice,63,3,x^y,250047
20 raise thrice,20,3,x^y,8000
59 raise thrice,59,3,x^y,205379
74 raise thrice,74,3,x^y,405224
40 raise thrice,40,3,x^y,64000
11 raise thrice,11,3,x^y,1331
25 raise thrice,25,3,x^y,15625
9 raise thrice,9,3,x^y,729
46 raise thrice,46,3,x^y,97336
64 raise thrice,64,3,x^y,262144
60 raise thrice,60,3,x^y,216000
99 raise thrice,99,3,x^y,970299
78 raise thrice,78,3,x^y,474552
6 raise thrice,6,3,x^y,216
77 raise thrice,77,3,x^y,456533
35 raise thrice,35,3,x^y,42875
32 raise thrice,32,3,x^y,32768
71 raise thrice,71,3,x^y,357911
36 raise thrice,36,3,x^y,46656
32 raise thrice,32,3,x^y,32768
89 raise thrice,89,3,x^y,704969
45 raise thrice,45,3,x^y,91125
55 raise thrice,55,3,x^y,166375
25 raise thrice,25,3,x^y,15625
23 raise thrice,23,3,x^y,12167
88 raise thrice,88,3,x^y,681472
51 raise thrice,51,3,x^y,132651
64 raise thrice,64,3,x^y,262144
48 raise thrice,48,3,x^y,110592
82 raise thrice,82,3,x^y,551368
30 raise thrice,30,3,x^y,27000
70 raise thrice,70,3,x^y,343000
69 raise thrice,69,3,x^y,328509
33 raise thrice,33,3,x^y,35937
96 raise thrice,96,3,x^y,884736
12 raise thrice,12,3,x^y,1728
57 raise thrice,57,3,x^y,185193
62 raise thrice,62,3,x^y,238328
90 raise thrice,90,3,x^y,729000
30 raise thrice,30,3,x^y,27000
98 raise thrice,98,3,x^y,941192
30 raise thrice,30,3,x^y,27000
67 raise thrice,67,3,x^y,300763
78 raise thrice,78,3,x^y,474552
99 raise thrice,99,3,x^y,970299
40 raise thrice,40,3,x^y,64000
41 raise thrice,41,3,x^y,68921
56 raise thrice,56,3,x^y,175616
68 raise thrice,68,3,x^y,314432
50 raise thrice,50,3,x^y,125000
48 raise thrice,48,3,x^y,110592
16 raise thrice,16,3,x^y,4096
46 raise thrice,46,3,x^y,97336
31 raise thrice,31,3,x^y,29791
85 raise thrice,85,3,x^y,614125
83 raise thrice,83,3,x^y,571787
15 raise thrice,15,3,x^y,3375
45 raise thrice,45,3,x^y,91125
26 raise thrice,26,3,x^y,17576
41 raise thrice,41,3,x^y,68921
77 raise thrice,77,3,x^y,456533
6 raise thrice,6,3,x^y,216
13 raise thrice,13,3,x^y,2197
95 raise thrice,95,3,x^y,857375
25 raise thrice,25,3,x^y,15625
21 raise thrice,21,3,x^y,9261
49 raise thrice,49,3,x^y,117649
49 raise thrice,49,3,x^y,117649
34 raise thrice,34,3,x^y,39304
58 raise thrice,58,3,x^y,195112
75 raise thrice,75,3,x^y,421875
37 raise thrice,37,3,x^y,50653
12 raise thrice,12,3,x^y,1728
16 raise thrice,16,3,x^y,4096
86 raise thrice,86,3,x^y,636056
55 raise thrice,55,3,x^y,166375
20 raise thrice,20,3,x^y,8000
49 raise thrice,49,3,x^y,117649
51 raise thrice,51,3,x^y,132651
34 raise thrice,34,3,x^y,39304
68 raise thrice,68,3,x^y,314432
83 raise thrice,83,3,x^y,571787
70 raise thrice,70,3,x^y,343000
66 raise thrice,66,3,x^y,287496
20 raise thrice,20,3,x^y,8000
7 raise thrice,7,3,x^y,343
93 raise thrice,93,3,x^y,804357
82 raise thrice,82,3,x^y,551368
77 raise thrice,77,3,x^y,456533
58 raise thrice,58,3,x^y,195112
4 raise thrice,4,3,x^y,64
18 raise thrice,18,3,x^y,5832
82 raise thrice,82,3,x^y,551368
39 raise thrice,39,3,x^y,59319
56 raise thrice,56,3,x^y,175616
20 raise thrice,20,3,x^y,8000
91 raise thrice,91,3,x^y,753571
84 raise thrice,84,3,x^y,592704
77 raise thrice,77,3,x^y,456533
89 raise thrice,89,3,x^y,704969
81 raise thrice,81,3,x^y,531441
27 raise thrice,27,3,x^y,19683
32 raise thrice,32,3,x^y,32768
92 raise thrice,92,3,x^y,778688
89 raise thrice,89,3,x^y,704969
62 raise thrice,62,3,x^y,238328
37 raise thrice,37,3,x^y,50653
85 raise thrice,85,3,x^y,614125
77 raise thrice,77,3,x^y,456533
39 raise thrice,39,3,x^y,59319
98 raise thrice,98,3,x^y,941192
18 raise thrice,18,3,x^y,5832
40 raise thrice,40,3,x^y,64000
38 raise thrice,38,3,x^y,54872
43 raise thrice,43,3,x^y,79507
17 raise thrice,17,3,x^y,4913
12 raise thrice,12,3,x^y,1728
15 raise thrice,15,3,x^y,3375
65 raise thrice,65,3,x^y,274625
24 raise thrice,24,3,x^y,13824
23 raise thrice,23,3,x^y,12167
98 raise thrice,98,3,x^y,941192
48 raise thrice,48,3,x^y,110592
49 raise thrice,49,3,x^y,117649
8 raise thrice,8,3,x^y,512
8 raise thrice,8,3,x^y,512
76 raise thrice,76,3,x^y,438976
20 raise thrice,20,3,x^y,8000
56 raise thrice,56,3,x^y,175616
91 raise thrice,91,3,x^y,753571
31 raise thrice,31,3,x^y,29791
33 raise thrice,33,3,x^y,35937
50 raise thrice,50,3,x^y,125000
69 raise thrice,69,3,x^y,328509
17 raise thrice,17,3,x^y,4913
91 raise thrice,91,3,x^y,753571
20 raise thrice,20,3,x^y,8000
77 raise thrice,77,3,x^y,456533
36 raise thrice,36,3,x^y,46656
20 raise thrice,20,3,x^y,8000
19 raise thrice,19,3,x^y,6859
51 raise thrice,51,3,x^y,132651
46 raise thrice,46,3,x^y,97336
9 raise thrice,9,3,x^y,729
72 raise thrice,72,3,x^y,373248
35 raise thrice,35,3,x^y,42875
60 raise thrice,60,3,x^y,216000
90 raise thrice,90,3,x^y,729000
80 raise thrice,80,3,x^y,512000
54 raise thrice,54,3,x^y,157464
46 raise thrice,46,3,x^y,97336
51 raise thrice,51,3,x^y,132651
88 raise thrice,88,3,x^y,681472
66 raise thrice,66,3,x^y,287496
16 raise thrice,16,3,x^y,4096
55 raise thrice,55,3,x^y,166375
77 raise thrice,77,3,x^y,456533
95 raise thrice,95,3,x^y,857375
88 raise thrice,88,3,x^y,681472
85 raise thrice,85,3,x^y,614125
12 raise thrice,12,3,x^y,1728
94 raise thrice,94,3,x^y,830584
73 raise thrice,73,3,x^y,389017
6 raise thrice,6,3,x^y,216
7 raise thrice,7,3,x^y,343
79 raise thrice,79,3,x^y,493039
45 raise thrice,45,3,x^y,91125
35 raise thrice,35,3,x^y,42875
44 raise thrice,44,3,x^y,85184
86 raise thrice,86,3,x^y,636056
2 raise thrice,2,3,x^y,8
28 raise thrice,28,3,x^y,21952
95 raise thrice,95,3,x^y,857375
58 raise thrice,58,3,x^y,195112
97 raise thrice,97,3,x^y,912673
47 raise thrice,47,3,x^y,103823
67 raise thrice,67,3,x^y,300763
87 raise thrice,87,3,x^y,658503
52 raise thrice,52,3,x^y,140608
95 raise thrice,95,3,x^y,857375
6 raise thrice,6,3,x^y,216
15 raise thrice,15,3,x^y,3375
4 raise thrice,4,3,x^y,64
66 raise thrice,66,3,x^y,287496
61 raise thrice,61,3,x^y,226981
29 raise thrice,29,3,x^y,24389
95 raise thrice,95,3,x^y,857375
61 raise thrice,61,3,x^y,226981
77 raise thrice,77,3,x^y,456533
63 raise thrice,63,3,x^y,250047
26 raise thrice,26,3,x^y,17576
4 raise thrice,4,3,x^y,64
12 raise thrice,12,3,x^y,1728
22 raise thrice,22,3,x^y,10648
97 raise thrice,97,3,x^y,912673
35 raise thrice,35,3,x^y,42875
13 raise thrice,13,3,x^y,2197
82 raise thrice,82,3,x^y,551368
83 raise thrice,83,3,x^y,571787
56 raise thrice,56,3,x^y,175616
18 raise thrice,18,3,x^y,5832
83 raise thrice,83,3,x^y,571787
92 raise thrice,92,3,x^y,778688
28 raise thrice,28,3,x^y,21952
47 raise thrice,47,3,x^y,103823
80 raise thrice,80,3,x^y,512000
93 raise thrice,93,3,x^y,804357
18 raise thrice,18,3,x^y,5832
61 raise thrice,61,3,x^y,226981
14 raise thrice,14,3,x^y,2744
82 raise thrice,82,3,x^y,551368
73 raise thrice,73,3,x^y,389017
92 raise thrice,92,3,x^y,778688
80 raise thrice,80,3,x^y,512000
68 raise thrice,68,3,x^y,314432
89 raise thrice,89,3,x^y,704969
3 raise thrice,3,3,x^y,27
26 raise thrice,26,3,x^y,17576
83 raise thrice,83,3,x^y,571787
78 raise thrice,78,3,x^y,474552
67 raise thrice,67,3,x^y,300763
1 raise thrice,1,3,x^y,1
97 raise thrice,97,3,x^y,912673
67 raise thrice,67,3,x^y,300763
73 raise thrice,73,3,x^y,389017
80 raise thrice,80,3,x^y,512000
62 raise thrice,62,3,x^y,238328
32 raise thrice,32,3,x^y,32768
2 raise thrice,2,3,x^y,8
65 raise thrice,65,3,x^y,274625
59 raise thrice,59,3,x^y,205379
69 raise thrice,69,3,x^y,328509
13 raise thrice,13,3,x^y,2197
46 raise thrice,46,3,x^y,97336
12 raise thrice,12,3,x^y,1728
54 raise thrice,54,3,x^y,157464
10 raise thrice,10,3,x^y,1000
10 raise thrice,10,3,x^y,1000
83 raise thrice,83,3,x^y,571787
62 raise thrice,62,3,x^y,238328
82 raise thrice,82,3,x^y,551368
40 raise thrice,40,3,x^y,64000
37 raise thrice,37,3,x^y,50653
43 raise thrice,43,3,x^y,79507
65 raise thrice,65,3,x^y,274625
17 raise thrice,17,3,x^y,4913
41 raise thrice,41,3,x^y,68921
64 raise thrice,64,3,x^y,262144
46 raise thrice,46,3,x^y,97336
24 raise thrice,24,3,x^y,13824
22 raise thrice,22,3,x^y,10648
22 raise thrice,22,3,x^y,10648
6 raise thrice,6,3,x^y,216
74 raise thrice,74,3,x^y,405224
67 raise thrice,67,3,x^y,300763
10 raise thrice,10,3,x^y,1000
45 raise thrice,45,3,x^y,91125
56 raise thrice,56,3,x^y,175616
97 raise thrice,97,3,x^y,912673
76 raise thrice,76,3,x^y,438976
48 raise thrice,48,3,x^y,110592
71 raise thrice,71,3,x^y,357911
5 raise thrice,5,3,x^y,125
21 raise thrice,21,3,x^y,9261
31 raise thrice,31,3,x^y,29791
56 raise thrice,56,3,x^y,175616
32 raise thrice,32,3,x^y,32768
76 raise thrice,76,3,x^y,438976
2 raise thrice,2,3,x^y,8
57 raise thrice,57,3,x^y,185193
47 raise thrice,47,3,x^y,103823
49 raise thrice,49,3,x^y,117649
9 raise thrice,9,3,x^y,729
64 raise thrice,64,3,x^y,262144
54 raise thrice,54,3,x^y,157464
63 raise thrice,63,3,x^y,250047
37 raise thrice,37,3,x^y,50653
98 raise thrice,98,3,x^y,941192
66 raise thrice,66,3,x^y,287496
55 raise thrice,55,3,x^y,166375
23 raise thrice,23,3,x^y,12167
53 raise thrice,53,3,x^y,148877
53 raise thrice,53,3,x^y,148877
44 raise thrice,44,3,x^y,85184
79 raise thrice,79,3,x^y,493039
92 raise thrice,92,3,x^y,778688
14 raise thrice,14,3,x^y,2744
34 raise thrice,34,3,x^y,39304
5 raise thrice,5,3,x^y,125
93 raise thrice,93,3,x^y,804357
29 raise thrice,29,3,x^y,24389
90 raise thrice,90,3,x^y,729000
74 raise thrice,74,3,x^y,405224
68 raise thrice,68,3,x^y,314432
8 raise thrice,8,3,x^y,512
99 raise thrice,99,3,x^y,970299
27 raise thrice,27,3,x^y,19683
43 raise thrice,43,3,x^y,79507
62 raise thrice,62,3,x^y,238328
78 raise thrice,78,3,x^y,474552
80 raise thrice,80,3,x^y,512000
97 raise thrice,97,3,x^y,912673
41 raise thrice,41,3,x^y,68921
92 raise thrice,92,3,x^y,778688
87 raise thrice,87,3,x^y,658503
97 raise thrice,97,3,x^y,912673
50 raise thrice,50,3,x^y,125000
12 raise thrice,12,3,x^y,1728
66 raise thrice,66,3,x^y,287496
12 raise thrice,12,3,x^y,1728
26 raise thrice,26,3,x^y,17576
5 raise thrice,5,3,x^y,125
46 raise thrice,46,3,x^y,97336
52 raise thrice,52,3,x^y,140608
41 raise thrice,41,3,x^y,68921
91 raise thrice,91,3,x^y,753571
54 raise thrice,54,3,x^y,157464
14 raise thrice,14,3,x^y,2744
37 raise thrice,37,3,x^y,50653
57 raise thrice,57,3,x^y,185193
31 raise thrice,31,3,x^y,29791
34 raise thrice,34,3,x^y,39304
62 raise thrice,62,3,x^y,238328
97 raise thrice,97,3,x^y,912673
55 raise thrice,55,3,x^y,166375
20 raise thrice,20,3,x^y,8000
99 raise thrice,99,3,x^y,970299
53 raise thrice,53,3,x^y,148877
25 raise thrice,25,3,x^y,15625
84 raise thrice,84,3,x^y,592704
39 raise thrice,39,3,x^y,59319
6 raise thrice,6,3,x^y,216
6 raise thrice,6,3,x^y,216
17 raise thrice,17,3,x^y,4913
90 raise thrice,90,3,x^y,729000
50 raise thrice,50,3,x^y,125000
96 raise thrice,96,3,x^y,884736
3 raise thrice,3,3,x^y,27
52 raise thrice,52,3,x^y,140608
71 raise thrice,71,3,x^y,357911
89 raise thrice,89,3,x^y,704969
75 raise thrice,75,3,x^y,421875
11 raise thrice,11,3,x^y,1331
15 raise thrice,15,3,x^y,3375
26 raise thrice,26,3,x^y,17576
99 raise thrice,99,3,x^y,970299
1 raise thrice,1,3,x^y,1
79 raise thrice,79,3,x^y,493039
58 raise thrice,58,3,x^y,195112
50 raise thrice,50,3,x^y,125000
51 raise thrice,51,3,x^y,132651
12 raise thrice,12,3,x^y,1728
51 raise thrice,51,3,x^y,132651
66 raise thrice,66,3,x^y,287496
84 raise thrice,84,3,x^y,592704
70 raise thrice,70,3,x^y,343000
32 raise thrice,32,3,x^y,32768
93 raise thrice,93,3,x^y,804357
61 raise thrice,61,3,x^y,226981
48 raise thrice,48,3,x^y,110592
86 raise thrice,86,3,x^y,636056
9 raise thrice,9,3,x^y,729
57 raise thrice,57,3,x^y,185193
13 raise thrice,13,3,x^y,2197
41 raise thrice,41,3,x^y,68921
38 raise thrice,38,3,x^y,54872
41 raise thrice,41,3,x^y,68921
30 raise thrice,30,3,x^y,27000
96 raise thrice,96,3,x^y,884736
27 raise thrice,27,3,x^y,19683
35 raise thrice,35,3,x^y,42875
16 raise thrice,16,3,x^y,4096
49 raise thrice,49,3,x^y,117649
76 raise thrice,76,3,x^y,438976
58 raise thrice,58,3,x^y,195112
93 raise thrice,93,3,x^y,804357
59 raise thrice,59,3,x^y,205379
1 raise thrice,1,3,x^y,1
58 raise thrice,58,3,x^y,195112
88 raise thrice,88,3,x^y,681472
32 raise thrice,32,3,x^y,32768
55 raise thrice,55,3,x^y,166375
73 raise thrice,73,3,x^y,389017
7 raise thrice,7,3,x^y,343
21 raise thrice,21,3,x^y,9261
35 raise thrice,35,3,x^y,42875
60 raise thrice,60,3,x^y,216000
43 raise thrice,43,3,x^y,79507
85 raise thrice,85,3,x^y,614125
98 raise thrice,98,3,x^y,941192
31 raise thrice,31,3,x^y,29791
79 raise thrice,79,3,x^y,493039
44 raise thrice,44,3,x^y,85184
76 raise thrice,76,3,x^y,438976
81 raise thrice,81,3,x^y,531441
56 raise thrice,56,3,x^y,175616
65 raise thrice,65,3,x^y,274625
83 raise thrice,83,3,x^y,571787
53 raise thrice,53,3,x^y,148877
18 raise thrice,18,3,x^y,5832
32 raise thrice,32,3,x^y,32768
36 raise thrice,36,3,x^y,46656
54 raise thrice,54,3,x^y,157464
79 raise thrice,79,3,x^y,493039
29 raise thrice,29,3,x^y,24389
65 raise thrice,65,3,x^y,274625
39 raise thrice,39,3,x^y,59319
32 raise thrice,32,3,x^y,32768
11 raise thrice,11,3,x^y,1331
90 raise thrice,90,3,x^y,729000
43 raise thrice,43,3,x^y,79507
78 raise thrice,78,3,x^y,474552
26 raise thrice,26,3,x^y,17576
92 raise thrice,92,3,x^y,778688
31 raise thrice,31,3,x^y,29791
89 raise thrice,89,3,x^y,704969
90 raise thrice,90,3,x^y,729000
54 raise thrice,54,3,x^y,157464
84 raise thrice,84,3,x^y,592704
1 raise thrice,1,3,x^y,1
69 raise thrice,69,3,x^y,328509
47 raise thrice,47,3,x^y,103823
52 raise thrice,52,3,x^y,140608
82 raise thrice,82,3,x^y,551368
97 raise thrice,97,3,x^y,912673
80 raise thrice,80,3,x^y,512000
80 raise thrice,80,3,x^y,512000
8 raise thrice,8,3,x^y,512
13 raise thrice,13,3,x^y,2197
54 raise thrice,54,3,x^y,157464
18 raise thrice,18,3,x^y,5832
59 raise thrice,59,3,x^y,205379
40 raise thrice,40,3,x^y,64000
64 raise thrice,64,3,x^y,262144
17 raise thrice,17,3,x^y,4913
58 raise thrice,58,3,x^y,195112
46 raise thrice,46,3,x^y,97336
48 raise thrice,48,3,x^y,110592
24 raise thrice,24,3,x^y,13824
84 raise thrice,84,3,x^y,592704
90 raise thrice,90,3,x^y,729000
38 raise thrice,38,3,x^y,54872
72 raise thrice,72,3,x^y,373248
36 raise thrice,36,3,x^y,46656
88 raise thrice,88,3,x^y,681472
54 raise thrice,54,3,x^y,157464
55 raise thrice,55,3,x^y,166375
84 raise thrice,84,3,x^y,592704
61 raise thrice,61,3,x^y,226981
55 raise thrice,55,3,x^y,166375
32 raise thrice,32,3,x^y,32768
93 raise thrice,93,3,x^y,804357
94 raise thrice,94,3,x^y,830584
28 raise thrice,28,3,x^y,21952
3 raise thrice,3,3,x^y,27
93 raise thrice,93,3,x^y,804357
34 raise thrice,34,3,x^y,39304
42 raise thrice,42,3,x^y,74088
65 raise thrice,65,3,x^y,274625
98 raise thrice,98,3,x^y,941192
21 raise thrice,21,3,x^y,9261
56 raise thrice,56,3,x^y,175616
13 raise thrice,13,3,x^y,2197
6 raise thrice,6,3,x^y,216
27 raise thrice,27,3,x^y,19683
29 raise thrice,29,3,x^y,24389
16 raise thrice,16,3,x^y,4096
40 raise thrice,40,3,x^y,64000
25 raise thrice,25,3,x^y,15625
95 raise thrice,95,3,x^y,857375
63 raise thrice,63,3,x^y,250047
59 raise thrice,59,3,x^y,205379
66 raise thrice,66,3,x^y,287496
